Title,Views,Date,Likes,Duration,Commments,Link
OnePlus Nord Impressions: Back to Budget!,"2,768,844 views","Jul 21, 2020","123,140 likes",0:20,"9,546",youtube.com/watch?v=Svf1lEUUCzU
Dope Tech: The Biggest Ultrawide Monitor!,"4,147,927 views","Jul 18, 2020","153,117 likes",0:20,"5,770",youtube.com/watch?v=nF4hg6g7SwE
OnePlus Nord Reveal! How Much Do Smartphones Actually Cost?,"3,892,536 views","Jul 14, 2020","171,628 likes",0:20,"12,859",youtube.com/watch?v=W-VInHvlrZo
Can You Trust MKBHD?,"4,181,423 views","Jul 9, 2020","252,852 likes",0:20,"18,864",youtube.com/watch?v=5nLWTVTwOhY
iPhone 12: What to Expect!,"5,043,600 views","Jul 6, 2020","162,618 likes",0:20,"11,784",youtube.com/watch?v=bATUW8G2ONE
On the iPhone 12 With No Charger...,"4,470,358 views","Jul 1, 2020","193,678 likes",0:20,"35,439",youtube.com/watch?v=8IB7JcKJEeI
Apple Responds to Your Comments!,"6,080,708 views","Jun 26, 2020","248,178 likes",19:07,"17,676",youtube.com/watch?v=Q2aaCDNjWEg
iOS 14 Hands-On: Everything New!,"10,411,900 views","Jun 23, 2020","320,297 likes",0:20,"25,558",youtube.com/watch?v=ZLyDvABxGF0
WWDC 2020 Impressions: Widgets and The Great Transition!,"4,767,448 views","Jun 22, 2020","210,825 likes",0:20,"20,989",youtube.com/watch?v=0we7kcmgDOw
Samsung Galaxy Buds Plus: The Go-To!,"3,109,512 views","Jun 19, 2020","120,025 likes",0:20,"7,624",youtube.com/watch?v=QZgIArBFmmE
PS5 Impressions: My Thoughts!,"5,690,825 views","Jun 17, 2020","216,826 likes",0:20,"17,693",youtube.com/watch?v=JztgJT547Vg
The Largest Daily Driver Unboxing!,"2,591,801 views","Jun 16, 2020","115,640 likes",6:47,"12,675",youtube.com/watch?v=gfC8Y66tR6o
Top 5 Android 11 Features: Big Tweaks!,"3,834,152 views","Jun 15, 2020","140,050 likes",0:20,"8,388",youtube.com/watch?v=pLjtItOE88s
CyberTruck Phone Impressions... Ridiculous,"3,717,023 views","Jun 11, 2020","140,276 likes",0:20,"8,371",youtube.com/watch?v=g9McJA3XEF4
Dope Tech:  The $3500 Bluetooth Speaker!,"5,629,127 views","Jun 9, 2020","168,664 likes",0:20,"5,429",youtube.com/watch?v=0FC94Tgz2ho
Reflecting on the Color of My Skin,"6,648,699 views","Jun 4, 2020","657,022 likes",10:26,"50,188",youtube.com/watch?v=o-_WXXVye3Y
Escobar Responds! A PSA,"7,103,225 views","May 29, 2020","279,935 likes",0:20,"14,858",youtube.com/watch?v=Ns8ydpZ5-4o
Poco F2 Pro: The Full Screen Deal!,"4,162,052 views","May 26, 2020","120,403 likes",0:20,"8,361",youtube.com/watch?v=bfbyCTyHFo4
How Teslas Upgrade Over Time!,"3,658,600 views","May 22, 2020","156,292 likes",0:20,"5,648",youtube.com/watch?v=_SoviSNZjso
Surface Headphones 2: Matte Black Everything!,"1,988,799 views","May 19, 2020","79,487 likes",0:20,"4,402",youtube.com/watch?v=ByayqNQU2fA
The Budget Phone Blueprint!,"2,384,436 views","May 15, 2020","90,725 likes",0:20,"9,630",youtube.com/watch?v=u41Zt6z5s7A
The Fastest Phone of 2020!,"4,246,348 views","May 13, 2020","126,704 likes",0:20,"7,671",youtube.com/watch?v=wUhf0sWhtKw
The $700 Mac Pro Wheels: Explained!,"6,847,876 views","May 9, 2020","228,956 likes",0:20,"22,560",youtube.com/watch?v=mBHY_Qaw5AI
"The 2020 13"" MacBook Pro Impressions: Wait a Minute!","4,464,503 views","May 7, 2020","112,715 likes",0:20,"7,654",youtube.com/watch?v=Kl0E8p2IBmw
Google Pixel Buds Review: WAY Better!,"4,162,801 views","May 5, 2020","141,703 likes",0:20,"8,808",youtube.com/watch?v=48bK3mmjgRE
iPhone 11 Pro Review: 6 Months Later!,"4,048,322 views","May 2, 2020","127,478 likes",0:20,"8,465",youtube.com/watch?v=nxf41fMX_Y4
Moto Edge+ Review: We Need to Talk!,"3,967,687 views","Apr 30, 2020","119,944 likes",0:20,"9,570",youtube.com/watch?v=WIVUbBIrbM4
"World's ""FASTEST"" Gaming PC!","3,383,396 views","Apr 27, 2020","145,242 likes",0:20,"8,769",youtube.com/watch?v=IUyrlM1qkGU
iPhone SE (2020) Review: It All Adds Up!,"9,563,276 views","Apr 22, 2020","296,734 likes",0:20,"26,852",youtube.com/watch?v=aXfiyuUziY0
Apple Magic Keyboard: Floating iPad Pro?,"6,666,256 views","Apr 20, 2020","184,232 likes",0:20,"10,878",youtube.com/watch?v=eNWG9KRAbCc
iPhone SE (2020) Honest Thoughts...,"4,281,930 views","Apr 17, 2020","161,593 likes",0:20,"18,017",youtube.com/watch?v=UK8HH3_q4yI
OnePlus 8 Review: Special No More!,"3,403,668 views","Apr 16, 2020","99,481 likes",0:20,"7,078",youtube.com/watch?v=OHP1rLwR6r8
OnePlus 8 Pro Review: Finally a Flagship!,"6,446,979 views","Apr 14, 2020","181,080 likes",0:20,"15,242",youtube.com/watch?v=LTDuGU38-70
Last Video in this Studio!,"1,584,827 views","Apr 6, 2020","97,559 likes",0:20,"6,321",youtube.com/watch?v=3qtIp8joCE0
What's On My Phone: 2020!,"3,881,746 views","Mar 28, 2020","121,475 likes",0:20,"7,833",youtube.com/watch?v=2xiCVNwhrDU
Huawei P40 Pro Impressions: What We Should Copy!,"3,713,408 views","Mar 26, 2020","96,512 likes",0:20,"7,851",youtube.com/watch?v=CF0Q4iozRIA
2020 iPad Pro Review: It's... A Computer?!,"10,170,910 views","Mar 24, 2020","243,682 likes",11:44,"13,241",youtube.com/watch?v=x_R-qzjZrKQ
2020 MacBook Air Impressions: A Clean Refresh!,"5,563,093 views","Mar 20, 2020","171,948 likes",0:20,"6,524",youtube.com/watch?v=koPg_DZUfOc
The Rollable Smartphone?,"2,807,223 views","Mar 16, 2020","96,461 likes",0:20,"7,818",youtube.com/watch?v=ASwVyfebu3E
Samsung Galaxy S20 Review: All the Right Moves!,"4,162,873 views","Mar 14, 2020","101,072 likes",0:20,"7,649",youtube.com/watch?v=58xXl597B_4
The Truth About the Escobar Folding Phone!,"8,698,647 views","Mar 10, 2020","350,032 likes",0:20,"18,255",youtube.com/watch?v=O8FJSjy3bXA
Oppo Find X2 Pro: One-Upping the Champ?,"3,056,573 views","Mar 6, 2020","88,537 likes",0:20,"5,272",youtube.com/watch?v=9arevpoH-4g
Samsung Galaxy S20 Ultra Review: Attack of the Numbers!,"6,935,620 views","Mar 2, 2020","143,220 likes",0:20,"11,494",youtube.com/watch?v=-wOdL7HFNOs
Xiaomi Mi Mix Alpha Impressions: The Wraparound Display!,"15,600,590 views","Feb 28, 2020","390,327 likes",0:20,"23,535",youtube.com/watch?v=PTpoj4f25dk
The 2020 Mac Pro: A Silent Killer!,"4,106,348 views","Feb 25, 2020","123,815 likes",0:20,"7,990",youtube.com/watch?v=7wZbsAzNt1o
MKBHD Studio 2020 Build: Part 1!,"2,245,469 views","Feb 23, 2020","100,498 likes",0:20,"5,942",youtube.com/watch?v=NZzQQ1090wc
Galaxy Z Flip vs Moto RAZR 2020: 10 Differences!,"3,059,337 views","Feb 21, 2020","67,518 likes",0:20,"3,974",youtube.com/watch?v=mx8ZDMb5MBg
Samsung Galaxy Z Flip Unboxing: It's Growing on Me!,"4,437,999 views","Feb 19, 2020","107,207 likes",0:20,"5,835",youtube.com/watch?v=dPaHNTnN0eE
Talking Tech and 2020 with Bill Gates!,"3,622,269 views","Feb 14, 2020","152,701 likes",0:20,"8,466",youtube.com/watch?v=FV2tMP37ygs
Samsung Galaxy Z Flip Impressions: Mixed Feelings!,"5,912,750 views","Feb 11, 2020","170,120 likes",0:20,"10,519",youtube.com/watch?v=hiiVniW6l7E
Samsung Galaxy S20 Ultra Impressions: 108 Megapixels!,"7,405,281 views","Feb 11, 2020","173,463 likes",0:20,"15,018",youtube.com/watch?v=WPsvw_Db-y4
"Galaxy S20 Impressions: New Year, New Samsung!","6,175,237 views","Feb 11, 2020","155,972 likes",0:20,"10,033",youtube.com/watch?v=ZdC9soHxVC8
Foldable Moto RAZR Unboxing & Second Thoughts!,"2,443,295 views","Feb 10, 2020","76,314 likes",0:20,"6,140",youtube.com/watch?v=lCKcFFDgtNk
Are we at Peak Smartphone?,"2,541,135 views","Jan 31, 2020","96,516 likes",0:20,"7,567",youtube.com/watch?v=-DtSrdh5dHU
YouTube Diamond Play Button Review!,"5,489,091 views","Jan 25, 2020","220,945 likes",0:20,"9,119",youtube.com/watch?v=7xtX1KNSlrY
Why Everyone is Copying AirPods: Explained!,"6,777,975 views","Jan 15, 2020","210,729 likes",0:20,"11,868",youtube.com/watch?v=zHAB4qDsgKY
The MKBHD Setup Tour 2020!,"4,259,602 views","Jan 13, 2020","130,439 likes",0:20,"6,998",youtube.com/watch?v=pgmHkfvGYnY
Dope Tech of CES 2020: Sony Made a Car?!,"2,168,666 views","Jan 9, 2020","74,995 likes",0:20,"3,436",youtube.com/watch?v=x1T-VTFiUwc
OnePlus Concept One Phone: Disappearing Cameras?,"2,560,362 views","Jan 7, 2020","84,313 likes",0:20,"3,452",youtube.com/watch?v=Jp8bBZHDULA
Most Overrated Tech? 8K Ask MKBHD 2020!,"2,163,756 views","Jan 5, 2020","96,839 likes",0:20,"4,840",youtube.com/watch?v=NbzpwG4n6Vs
The Banned Huawei Mate 30 Pro: Best Phone You Shouldn't Buy!,"3,953,890 views","Jan 2, 2020","98,964 likes",0:20,"6,770",youtube.com/watch?v=sr2fBCzXo4g
2020 Tech I'm Ready For!,"2,827,581 views","Dec 30, 2019","102,754 likes",0:20,"5,375",youtube.com/watch?v=-2pffpPl1lQ
The Most Expensive iPhone in the World!,"3,836,342 views","Dec 26, 2019","147,864 likes",0:20,"11,447",youtube.com/watch?v=gl62BSjp7Vo
Smartphone Awards 2019!,"7,009,686 views","Dec 23, 2019","223,532 likes",0:20,"23,006",youtube.com/watch?v=4OnwUz-I2GI
Would a Walkman work in space?,"263,303 views","Dec 23, 2019","8,236 likes",3:04,687,youtube.com/watch?v=TfYeJZeCCjk&pp=sAQB
Dope Tech: The World's Largest 8K OLED!,"3,652,406 views","Dec 21, 2019","103,245 likes",0:20,"4,180",youtube.com/watch?v=07_IZIoN60Q
"10,000,000!","2,944,284 views","Dec 18, 2019","311,607 likes",0:20,"20,370",youtube.com/watch?v=NvQmi_ciL1k
The Blind Smartphone Camera Test 2019!,"2,557,526 views","Dec 16, 2019","115,832 likes",0:20,"13,213",youtube.com/watch?v=KxsFat1ImiY
Console Wars!,"471,176 views","Dec 16, 2019","12,252 likes",4:10,"1,293",youtube.com/watch?v=2SkaD7Q53mA&pp=sAQB
Apple Pro Display XDR: A Grand Stand?!,"4,509,062 views","Dec 12, 2019","123,271 likes",0:20,"7,972",youtube.com/watch?v=fLRRStkhcuQ
Mac Pro Unboxing & Second Impressions: The Power is Back!,"4,936,076 views","Dec 10, 2019","166,464 likes",0:20,"15,068",youtube.com/watch?v=DOPswcaSsu8
A look inside the original Macintosh,"440,408 views","Dec 9, 2019","12,499 likes",2:23,538,youtube.com/watch?v=jdlGvS1y_Ls&pp=sAQB
Testing Real 5G: Part 2!,"2,947,794 views","Dec 5, 2019","91,399 likes",0:20,"8,350",youtube.com/watch?v=nmnTAOU44SI
Favorite Tech of the Year Rewind Collab!,"1,728,297 views","Dec 3, 2019","89,945 likes",0:20,"5,384",youtube.com/watch?v=-YFKqKdD3_A
,,,,,,youtube.com/watch?v=kOEXcMoh2II&pp=sAQB
,,,,,,youtube.com/watch?v=6oHrNuXPVck&pp=sAQB
,,,,,,youtube.com/watch?v=AjQ7CEeONb4&pp=sAQB
,,,,,,youtube.com/watch?v=PRVr1heimY8&pp=sAQB
,,,,,,youtube.com/watch?v=VJI88QIW7H4&pp=sAQB
Analog vs. Digital Cameras,"367,381 views","Dec 2, 2019","10,785 likes",3:09,285,youtube.com/watch?v=BsAmXFcQMQ4&pp=sAQB
RETRO TECH: CAMCORDER,"8,756,300 views","Dec 2, 2019","139,137 likes",0:20,"6,357",youtube.com/watch?v=kMtN9KJHn5Y&pp=sAQB
"16"" MacBook Pro Review: Now Do It Again!","3,268,774 views","Nov 27, 2019","88,319 likes",0:20,"5,027",youtube.com/watch?v=ctWDAdQ81B8
RETRO TECH: OFFICIAL TRAILER,"2,582,063 views","Nov 25, 2019","118,052 likes",1:50,"5,209",youtube.com/watch?v=mXgG8k5tTFM&pp=sAQB
Why I Ordered a Tesla CyberTruck!,"8,596,451 views","Nov 23, 2019","282,623 likes",0:20,"26,156",youtube.com/watch?v=OX1xG0a4TVo
Tesla CyberTruck Impressions & First Drive!,"10,447,383 views","Nov 22, 2019","225,399 likes",0:20,"35,488",youtube.com/watch?v=oTZ84U-K_5k
The 108-Megapixel Smartphone Camera?!,"3,277,586 views","Nov 19, 2019","94,601 likes",0:20,"6,661",youtube.com/watch?v=wegxoNTw0_I
2020 Moto RAZR Impressions! The Return of a Folding Icon!,"7,654,562 views","Nov 14, 2019","173,772 likes",0:20,"16,306",youtube.com/watch?v=UCv7qwuLpHs
"16"" Macbook Pro First Impressions!","3,234,573 views","Nov 13, 2019","98,842 likes",0:20,"5,254",youtube.com/watch?v=uDAv4qOU_04
iPhone 11 Pro vs Original iPhone!,"4,421,967 views","Nov 7, 2019","122,446 likes",10:23,"14,815",youtube.com/watch?v=zIjngBAxTr4
AirPods Pro Review: Imperfectly Perfect!,"7,011,681 views","Nov 4, 2019","196,785 likes",0:20,"8,870",youtube.com/watch?v=cG8PXdTlDag
Beats Solo Pro: Return to Excellence!,"2,469,955 views","Nov 1, 2019","74,008 likes",0:20,"3,924",youtube.com/watch?v=DHiKz_lCYMU
LG G8X Proves Foldables are Coming!,"2,689,055 views","Oct 31, 2019","73,663 likes",0:20,"5,619",youtube.com/watch?v=q2CdBFA98SI
AirPods Pro Unboxing & Impressions!,"10,520,236 views","Oct 29, 2019","268,137 likes",0:20,"18,926",youtube.com/watch?v=MrUhzYdcX6w
Google Pixel 4 Review: Inside the Hype Machine!,"5,517,250 views","Oct 21, 2019","115,753 likes",18:43,"11,413",youtube.com/watch?v=mfbSqTB74xM
OnePlus 7T Pro: Tiny Tweaks to Excellence!,"2,581,590 views","Oct 17, 2019","71,255 likes",0:20,"3,914",youtube.com/watch?v=zsEcLVHnxUM
Pixel 4 Impressions: Google and Gaps!,"4,326,208 views","Oct 15, 2019","118,036 likes",10:04,"15,969",youtube.com/watch?v=sKJ4i7p-o-4
This Is What Happens When You Re-Upload a YouTube Video 1000 Times!,"8,158,388 views","Oct 11, 2019","337,055 likes",15:03,"19,644",youtube.com/watch?v=JR4KHfqw-oE
Apple Watch Series 5 Review: One Big Tradeoff!,"4,256,371 views","Oct 9, 2019","92,093 likes",0:20,"5,095",youtube.com/watch?v=5TuyvWoaAZk
Talking Tech & Meme Review with Will Smith!,"2,918,396 views","Oct 7, 2019","154,631 likes",0:20,"8,122",youtube.com/watch?v=O6NiridP0Oo
Talking Tech with Microsoft CEO Satya Nadella!,"2,475,383 views","Oct 3, 2019","96,970 likes",0:20,"5,345",youtube.com/watch?v=ux4R5GeKMUU
Hands-on with Microsoft's Future Foldables!,"3,250,327 views","Oct 2, 2019","92,258 likes",0:20,"7,166",youtube.com/watch?v=omyZvH7aMtg
2019 Microsoft Surface Family Impressions!,"3,595,817 views","Oct 2, 2019","92,105 likes",0:20,"4,601",youtube.com/watch?v=aeaBaTqmu8Q
iPhone 11 Review: Too Easy!,"8,434,888 views","Sep 30, 2019","193,320 likes",0:20,"12,887",youtube.com/watch?v=OoY7zp8GkLI
"OnePlus 7T Review: High Refresh, Low Price!","3,588,490 views","Sep 26, 2019","92,639 likes",0:20,"6,991",youtube.com/watch?v=XRiUNPf-_-4
iPhone 11 Pro Review: For the Love of Cameras!,"8,663,321 views","Sep 19, 2019","187,207 likes",0:20,"16,438",youtube.com/watch?v=DyX-QZZBgpw
Unboxing Every Green iPhone 11!,"4,586,858 views","Sep 17, 2019","125,303 likes",0:20,"14,009",youtube.com/watch?v=QK8Se8CvyHc
Samsung Galaxy Fold Re-do: Everything New!,"7,858,248 views","Sep 15, 2019","169,149 likes",7:33,"12,481",youtube.com/watch?v=-5BsYYtyENw
Asus ROG Phone 2 Review: The Spec King!,"4,229,426 views","Sep 13, 2019","132,694 likes",12:23,"13,458",youtube.com/watch?v=-Wwe5OW_jPE
iPhone 11 Pro Impressions: What a Name!,"7,733,012 views","Sep 11, 2019","172,398 likes",7:45,"25,516",youtube.com/watch?v=5krV47BLyoQ
iPhone 11 Impressions: A Familiar Sequel!,"4,783,446 views","Sep 10, 2019","122,864 likes",9:01,"14,990",youtube.com/watch?v=UVpJouUyLBM
Dope Tech #20: Dual Screen Tech!,"3,320,070 views","Sep 6, 2019","86,643 likes",16:49,"4,123",youtube.com/watch?v=XoH8no1MQWA
Let's Talk About Porsche Taycan!,"2,804,186 views","Sep 4, 2019","94,084 likes",12:45,"9,533",youtube.com/watch?v=gNK_C78sBWY
Samsung Galaxy Note 10: But Why Tho?,"4,718,671 views","Aug 26, 2019","101,553 likes",0:20,"8,099",youtube.com/watch?v=pyldH6sefTQ
Samsung Galaxy Note 10+ Review: The Favorite Child!,"4,939,488 views","Aug 22, 2019","120,454 likes",0:20,"11,673",youtube.com/watch?v=0T0rop9pE58
5G: Explained!,"9,349,926 views","Aug 19, 2019","258,175 likes",0:20,"32,542",youtube.com/watch?v=_CTUs_2hq6Y
Introducing Waveform: The MKBHD Podcast!,"709,569 views","Aug 13, 2019","37,561 likes",0:20,"2,443",youtube.com/watch?v=oZVLZDBLROs
Apple Card Unboxing & Impressions!,"7,903,810 views","Aug 9, 2019","219,240 likes",0:20,"12,666",youtube.com/watch?v=lj7kFBz-jw4
Samsung Galaxy Note 10/10+ Impressions: A Great Duo!,"7,664,390 views","Aug 7, 2019","204,852 likes",0:20,"20,468",youtube.com/watch?v=qrwBeXBxaWU
Redmi K20 Pro Review: Incredible Value!,"4,007,768 views","Jul 26, 2019","104,682 likes",0:20,"8,579",youtube.com/watch?v=WpPw7lUXyI0
The Last (and First) Folding Phone!,"9,318,634 views","Jul 20, 2019","158,540 likes",0:20,"9,216",youtube.com/watch?v=ROkXM3csNWY
The iPhone 11 Models!,"3,726,137 views","Jul 16, 2019","73,208 likes",0:20,"15,562",youtube.com/watch?v=rie69P0W668
What's in my Tech Bag! [2019],"4,229,946 views","Jul 15, 2019","113,760 likes",0:20,"5,386",youtube.com/watch?v=FOp3L2OTG6g
Boosted Rev: The Tesla of Electric Scooters!,"3,666,713 views","Jul 11, 2019","82,670 likes",0:20,"5,622",youtube.com/watch?v=JqyzwbpYYqc
Bose Headphones 700: The King is Back!,"3,288,573 views","Jul 2, 2019","86,526 likes",0:20,"4,390",youtube.com/watch?v=YPln3JP_gKs
The iPad Only Challenge!,"5,181,698 views","Jun 28, 2019","131,029 likes",0:20,"6,572",youtube.com/watch?v=dZ_Ab1XxxKg
PowerBeats Pro Review: Better than AirPods!,"3,944,490 views","Jun 26, 2019","96,082 likes",0:20,"5,313",youtube.com/watch?v=JdTBIHX-r0M
OnePlus 7: Way Under the Radar!,"2,427,188 views","Jun 21, 2019","63,540 likes",0:20,"4,085",youtube.com/watch?v=MOJ1_FtDGNs
The Dream Smartphone! (2019),"2,711,961 views","Jun 17, 2019","102,059 likes",0:20,"10,599",youtube.com/watch?v=M5NVwuyk2uM
The Closest Thing to AirPower!,"2,007,076 views","Jun 11, 2019","64,718 likes",0:20,"1,909",youtube.com/watch?v=3Yes-qyeJ_M
iPad OS Impressions: They Listened!,"5,274,511 views","Jun 7, 2019","155,000 likes",0:20,"8,428",youtube.com/watch?v=O2iorLuSjOg
Top 5 iOS 13 Features!,"5,339,488 views","Jun 5, 2019","148,970 likes",0:20,"9,983",youtube.com/watch?v=Wf1lQdupvPE
2019 Mac Pro Impressions: Cheese Grater is Back!,"4,251,247 views","Jun 3, 2019","115,539 likes",0:20,"15,901",youtube.com/watch?v=QJxbqIo5pC0
The 2019 iPod Touch: Why Does It Exist?,"7,951,787 views","May 31, 2019","189,528 likes",8:59,"16,349",youtube.com/watch?v=xjFPX7EoINs
Asus ZenFone 6: Swivel Camera Magic!,"2,829,937 views","May 29, 2019","74,904 likes",0:20,"5,909",youtube.com/watch?v=ySMGudnpdXQ
Google Pixel 3a Review: A for Ace!,"3,565,704 views","May 24, 2019","86,372 likes",0:20,"5,839",youtube.com/watch?v=XnSqlX1kCQo
The Huawei Ban: Explained!,"7,528,004 views","May 21, 2019","203,392 likes",0:20,"36,502",youtube.com/watch?v=qZGpmWrVSaU
OnePlus 7 Pro: What You Didn't Know!,"4,634,959 views","May 20, 2019","108,542 likes",0:20,"6,119",youtube.com/watch?v=JEWzl4V2YBI
Dope Tech: The Probe Lens!,"6,051,985 views","May 16, 2019","163,514 likes",0:20,"6,641",youtube.com/watch?v=jFZ0MFYup-o
OnePlus 7 Pro Review: Silly Fast!,"8,672,339 views","May 14, 2019","206,953 likes",0:20,"17,545",youtube.com/watch?v=PVWLD3064Ng
Google Pixel 3a Impressions: Flips the Script!,"2,322,074 views","May 8, 2019","71,630 likes",0:20,"7,902",youtube.com/watch?v=vcaXm9dgcpI
Galaxy Fold vs Huawei Mate X? Ask MKBHD V35!,"1,545,906 views","Apr 30, 2019","48,993 likes",0:20,"2,386",youtube.com/watch?v=iDKIw3OgNcg
Samsung Galaxy Fold Review: We Gotta Talk!,"3,788,446 views","Apr 26, 2019","97,012 likes",0:20,"8,882",youtube.com/watch?v=6C_4Bz62b0E
Huawei P30 Pro Review: Optical Excellence!,"3,743,795 views","Apr 24, 2019","78,937 likes",0:20,"6,109",youtube.com/watch?v=yiyjcXWZ3Qo
Retro Tech: Game Boy,"34,282,288 views","Apr 19, 2019","202,456 likes",0:20,"14,128",youtube.com/watch?v=Oy8zSYKkczI
The Broken Galaxy Folds: Explained!,"16,611,058 views","Apr 18, 2019","336,113 likes",0:20,"30,847",youtube.com/watch?v=vtqtyyGZvXM
Samsung Galaxy Fold Unboxing: Magnets!,"23,009,027 views","Apr 16, 2019","351,793 likes",0:20,"11,685",youtube.com/watch?v=x4yF3a3Zn4Y
Samsung Galaxy Fold Impressions!,"5,221,381 views","Apr 15, 2019","120,671 likes",0:20,"12,205",youtube.com/watch?v=0Z8J3axc0oY
The MKBHD Gear Tour 2019!,"2,859,940 views","Apr 12, 2019","94,129 likes",20:13,"5,438",youtube.com/watch?v=QKyul7puruQ
LG G8 Review: Master of None!,"2,017,708 views","Apr 9, 2019","58,639 likes",0:20,"8,450",youtube.com/watch?v=qSlDIpD8lD4
This is Google Pixel 4 Ultra!,"3,970,521 views","Apr 1, 2019","157,957 likes",0:20,"19,451",youtube.com/watch?v=VL9rd4NLXCo
The Death of AirPower: Explained!,"3,414,568 views","Mar 29, 2019","109,943 likes",0:20,"7,989",youtube.com/watch?v=3AfpFkrS7Lw
AirPods 2: Literally Everything New!,"6,587,178 views","Mar 26, 2019","149,125 likes",0:20,"10,766",youtube.com/watch?v=-8oT3dE0hik
Huawei P30 Pro Impressions: The Ultimate Camera?,"2,058,279 views","Mar 26, 2019","64,223 likes",7:51,"4,907",youtube.com/watch?v=0O4_EAGNg7k
Top 5 Android Q Features!,"2,726,470 views","Mar 18, 2019","80,564 likes",0:20,"9,507",youtube.com/watch?v=KzdLNlCXQSo
Tesla Model Y Impressions!,"4,456,639 views","Mar 15, 2019","117,579 likes",0:20,"5,977",youtube.com/watch?v=OQri1NdscR4
Samsung Galaxy S10e Review: Why Not?,"6,054,715 views","Mar 12, 2019","136,861 likes",0:20,"12,096",youtube.com/watch?v=TI4PXFUOPR8
Samsung Galaxy S10+ Review: The Bar is Set!,"5,992,561 views","Mar 6, 2019","160,206 likes",0:20,"13,817",youtube.com/watch?v=Lg8B4aTZf7o
OnePlus 6T Revisited: Better than Pixel 3?,"2,185,529 views","Mar 1, 2019","63,256 likes",0:20,"6,365",youtube.com/watch?v=ay8Ya0DYDYE
The Galaxy S10's Incredible Display!,"4,562,383 views","Feb 26, 2019","126,434 likes",0:20,"9,800",youtube.com/watch?v=faUEM-szlnY
LG G8 Impressions: Can't Touch This!,"3,414,537 views","Feb 24, 2019","78,112 likes",0:20,"9,364",youtube.com/watch?v=f5_Gvt3mOx8
Samsung Galaxy S10 Impressions!,"10,745,547 views","Feb 20, 2019","231,592 likes",0:20,"25,033",youtube.com/watch?v=t9R7xx0joOU
Samsung Galaxy S10E Impressions!,"3,414,566 views","Feb 20, 2019","83,136 likes",0:20,"8,281",youtube.com/watch?v=iy1z3ZVASCg
Apollo is Back - My Tesla Repair Process!,"2,502,580 views","Feb 15, 2019","83,069 likes",0:20,"5,402",youtube.com/watch?v=YFtxYb-GN9k
via Twitter for iPhone,"3,890,626 views","Feb 13, 2019","197,475 likes",0:20,"12,184",youtube.com/watch?v=cZIso9uqNls
Talking Tech & Saving the World with Bill Gates!,"5,805,260 views","Feb 12, 2019","299,530 likes",0:20,"18,496",youtube.com/watch?v=4mxXdCUXSSs
What's on my Tech: 2019!,"3,580,953 views","Feb 7, 2019","78,522 likes",0:20,"5,094",youtube.com/watch?v=BSQe-yQ5B84
The Samsung Galaxy S10 Model!,"5,558,671 views","Feb 4, 2019","103,275 likes",0:20,"11,318",youtube.com/watch?v=AnH7cm9Y7CE
Sony WH1000XM3 Review: A New ANC King!,"3,466,007 views","Feb 1, 2019","93,893 likes",0:20,"6,667",youtube.com/watch?v=I65jo06QinI
Foldable Phones Aren't Ready (Yet),"1,537,547 views","Jan 28, 2019","54,100 likes",0:20,"4,990",youtube.com/watch?v=iLA1XLO8p1A
Behind the Scenes of the UnboxTherapy Studio!,"5,475,737 views","Jan 26, 2019","216,993 likes",10:56,"9,792",youtube.com/watch?v=9ZjlFZ3_b9E
First Look at the Hole-Punch Display!,"3,675,386 views","Jan 15, 2019","93,932 likes",0:20,"12,298",youtube.com/watch?v=yz0Cr_nfNM4
Riding in a Driverless Taxi at CES 2019!,"4,560,693 views","Jan 11, 2019","141,344 likes",0:20,"10,054",youtube.com/watch?v=gfWjsKsEry0
The Rollable OLED TV: The Potential is Real!,"2,545,285 views","Jan 9, 2019","77,406 likes",0:20,"3,661",youtube.com/watch?v=D1pa3UX89GA
Starting a Podcast? 100% Roadster? Ask MKBHD V34!,"931,257 views","Jan 7, 2019","47,025 likes",0:20,"2,828",youtube.com/watch?v=ZX5ajIAhKTk
Xiaomi Mi Mix 3: The Ultimate Slider?,"2,315,451 views","Jan 3, 2019","75,204 likes",0:20,"6,443",youtube.com/watch?v=Q-0V9v-ybKU
2019 Tech I'm Ready For!,"3,559,350 views","Jan 1, 2019","101,092 likes",0:20,"9,671",youtube.com/watch?v=wIdpm7cKtFc
My YouTube REWIND 2018!,"1,469,735 views","Dec 23, 2018","99,237 likes",0:20,"8,746",youtube.com/watch?v=zZ8NuPIymlk
Google Pixel Slate: This Ain't It Chief!,"4,068,535 views","Dec 21, 2018","107,365 likes",0:20,"10,129",youtube.com/watch?v=HOh6d_r63Bw
Smartphone Awards 2018!,"6,119,393 views","Dec 18, 2018","199,118 likes",0:20,"22,946",youtube.com/watch?v=cpIEWsQpRMk
Huawei Mate 20 Pro Review: The People's Choice!,"2,556,719 views","Dec 15, 2018","68,056 likes",0:20,"7,182",youtube.com/watch?v=MdqKJxyIecE
The Problem with YouTube Rewind!,"7,712,667 views","Dec 12, 2018","373,757 likes",0:20,"35,309",youtube.com/watch?v=P5dxd-ocaE8
Top 5 McLaren 720S Features! [Auto Focus Ep. 4],"1,839,663 views","Dec 11, 2018","69,855 likes",0:20,"4,102",youtube.com/watch?v=LPY4u9Gx-xM
